开奖日期	期号	中奖号码	单选	组选3	组选6	销售额（元）	返奖比例
2020-08-09	2020173	909	29452	23324	0	51,482,022	 
2020-08-08	2020172	769	8914	0	19319	53,124,980	 
2020-08-07	2020171	710	20386	0	29658	54,464,362	 
2020-08-06	2020170	942	9151	0	43566	52,303,322	 
2020-08-05	2020169	965	11260	0	34235	52,435,740	 
2020-08-04	2020168	215	21391	0	39653	53,598,760	 
2020-08-03	2020167	641	22174	0	44188	51,899,248	 
2020-08-02	2020166	808	34900	31844	0	52,206,994	 
2020-08-01	2020165	910	19994	0	30414	50,282,840	 
2020-07-31	2020164	769	16360	0	38218	53,246,900	 
2020-07-30	2020163	804	22875	0	26464	52,088,820	 
2020-07-29	2020162	810	17723	0	31188	52,058,006	 
2020-07-28	2020161	688	31466	26171	0	51,792,716	 
2020-07-27	2020160	593	10312	0	27662	51,393,264	 
2020-07-26	2020159	915	13423	0	39516	48,388,886	 
2020-07-25	2020158	320	27701	0	54457	47,482,068	 
2020-07-24	2020157	200	12778	11242	0	51,303,070	 
2020-07-23	2020156	112	11938	11400	0	50,744,134	 
2020-07-22	2020155	993	14033	17734	0	52,889,424	 
2020-07-21	2020154	886	29976	22117	0	53,611,496	 
2020-07-20	2020153	916	39198	0	62809	52,010,410	 
2020-07-19	2020152	704	9676	0	35091	50,842,688	 
2020-07-18	2020151	788	14813	20326	0	53,508,940	 
2020-07-17	2020150	612	43891	0	35778	55,172,862	 
2020-07-16	2020149	391	8716	0	29449	54,157,484	 
2020-07-15	2020148	981	11907	0	36551	53,143,090	 
2020-07-14	2020147	086	9331	0	25277	51,975,092	 
2020-07-13	2020146	535	14000	18296	0	52,504,486	 
2020-07-12	2020145	109	11729	0	24098	52,662,790	 
2020-07-11	2020144	869	15089	0	39568	53,290,382	 
2020-07-10	2020143	086	12430	0	22951	53,111,074	 
2020-07-09	2020142	899	34712	29770	0	54,349,078	 
2020-07-08	2020141	805	16978	0	29651	53,413,072	 
2020-07-07	2020140	481	33739	0	77995	52,537,126	 
2020-07-06	2020139	950	6817	0	24388	50,705,244	 
2020-07-05	2020138	020	12392	9753	0	53,305,610	 
2020-07-04	2020137	994	24250	16486	0	55,495,000	 
2020-07-03	2020136	746	31316	0	61540	55,643,140	 
2020-07-02	2020135	569	20734	0	38031	53,338,474	 
2020-07-01	2020134	884	27287	27567	0	52,884,086	 
2020-06-30	2020133	276	33645	0	46579	51,105,690	 
2020-06-29	2020132	649	15906	0	30139	50,588,730	 
2020-06-28	2020131	053	7786	0	24095	50,440,222	 
2020-06-27	2020130	455	15115	16834	0	51,330,424	 
2020-06-26	2020129	360	12911	0	29220	51,855,324	 
2020-06-25	2020128	868	13733	18758	0	49,272,444	 
2020-06-24	2020127	885	26254	43091	0	54,553,328	 
2020-06-23	2020126	915	18429	0	34136	54,615,708	 
2020-06-22	2020125	749	20714	0	48803	53,513,818	 
2020-06-21	2020124	185	14218	0	40767	53,537,900	 
2020-06-20	2020123	015	12783	0	18640	52,891,278	 
2020-06-19	2020122	384	24240	0	47614	55,188,344	 
2020-06-18	2020121	870	22678	0	39477	53,513,890	 
2020-06-17	2020120	109	22613	0	35779	54,661,454	 
2020-06-16	2020119	125	10921	0	27271	55,127,214	 
2020-06-15	2020118	297	17895	0	37094	54,227,698	 
2020-06-14	2020117	721	22071	0	50291	52,506,464	 
2020-06-13	2020116	008	20672	16390	0	53,413,910	 
2020-06-12	2020115	036	11495	0	39677	55,409,124	 
2020-06-11	2020114	737	27609	27954	0	55,146,612	 
2020-06-10	2020113	524	14980	0	40775	54,287,010	 
2020-06-09	2020112	503	46110	0	40622	53,188,020	 
2020-06-08	2020111	220	12156	17252	0	55,036,796	 
2020-06-07	2020110	450	9469	0	36307	54,957,030	 
2020-06-06	2020109	818	26679	18368	0	52,747,450	 
2020-06-05	2020108	155	11495	23942	0	58,357,952	 
2020-06-04	2020107	856	21904	0	42624	55,883,970	 
2020-06-03	2020106	964	11389	0	32130	54,457,170	 
2020-06-02	2020105	198	19033	0	44013	55,390,302	 
2020-06-01	2020104	397	20883	0	45540	53,890,268	 
2020-05-31	2020103	872	16600	0	27273	52,306,248	 
2020-05-30	2020102	786	13987	0	38887	52,286,306	 
2020-05-29	2020101	298	15376	0	42579	53,396,134	 
2020-05-28	2020100	668	17084	16161	0	53,559,284	 
2020-05-27	2020099	681	11957	0	38494	51,786,866	 
2020-05-26	2020098	292	34560	22848	0	50,963,212	 
2020-05-25	2020097	840	7235	0	19188	48,148,280	 
2020-05-24	2020096	666	87640	0	0	51,314,394	 
2020-05-23	2020095	740	14890	0	30528	49,219,876	 
2020-05-22	2020094	911	15326	13128	0	52,246,588	 
2020-05-21	2020093	124	17567	0	29685	51,429,870	 
2020-05-20	2020092	497	17732	0	44150	51,030,176	 
2020-05-19	2020091	088	15702	16860	0	50,315,020	 
2020-05-18	2020090	575	12877	15382	0	49,942,476	 
2020-05-17	2020089	577	16936	19745	0	50,203,882	 
2020-05-16	2020088	746	27117	0	57379	49,180,204	 
2020-05-15	2020087	114	15226	15133	0	52,783,636	 
2020-05-14	2020086	516	17130	0	24793	51,418,484	 
2020-05-13	2020085	336	28481	20086	0	51,545,788	 
2020-05-12	2020084	612	23526	0	38962	49,913,240	 
2020-05-11	2020083	440	8098	10290	0	49,301,010	 
2020-05-10	2020082	191	11763	18625	0	49,718,758	 
2020-05-09	2020081	148	25727	0	55220	50,295,044	 
2020-05-08	2020080	662	16647	19871	0	52,406,050	 
2020-05-07	2020079	570	9125	0	25784	50,771,038	 
2020-05-06	2020078	597	19412	0	42623	47,952,242	 
2020-05-05	2020077	020	22031	22946	0	52,401,932	 
2020-05-04	2020076	082	7850	0	27442	51,907,210	 
2020-05-03	2020075	276	16581	0	46139	50,731,570	 
2020-05-02	2020074	079	8552	0	21257	50,109,170	 
2020-05-01	2020073	685	14883	0	29603	52,430,196	 
2020-04-30	2020072	921	23822	0	37498	51,848,168	 
2020-04-29	2020071	059	15856	0	28993	52,518,522	 
2020-04-28	2020070	835	25004	0	48107	51,536,016	 
2020-04-27	2020069	260	15722	0	36813	51,672,716	 
2020-04-26	2020068	153	15625	0	54980	50,628,080	 
2020-04-25	2020067	942	5341	0	12417	49,951,644	 
2020-04-24	2020066	219	16957	0	29665	52,045,212	 
2020-04-23	2020065	294	16041	0	48500	50,364,890	 
2020-04-22	2020064	853	12438	0	57395	49,618,330	 
2020-04-21	2020063	663	19984	15628	0	50,868,078	 
2020-04-20	2020062	902	6238	0	18298	50,124,918	 
2020-04-19	2020061	535	24083	24690	0	49,776,926	 
2020-04-18	2020060	828	19857	17408	0	50,090,050	 
2020-04-17	2020059	948	9087	0	32583	51,608,608	 
2020-04-16	2020058	902	13222	0	37584	48,927,044	 
2020-04-15	2020057	880	19994	23418	0	48,864,752	 
2020-04-14	2020056	462	6944	0	26558	49,319,086	 
2020-04-13	2020055	468	14024	0	38950	48,056,876	 
2020-04-12	2020054	978	25454	0	65684	46,853,226	 
2020-04-11	2020053	430	9890	0	18201	46,039,066	 
2020-04-10	2020052	503	15945	0	29171	47,969,096	 
2020-04-09	2020051	221	10834	13857	0	47,775,790	 
2020-04-08	2020050	314	19490	0	43889	46,026,572	 
2020-04-07	2020049	297	10074	0	30458	44,406,220	 
2020-04-06	2020048	997	10134	10966	0	45,337,398	 
2020-04-05	2020047	874	7975	0	33299	43,788,504	 
2020-04-04	2020046	822	5897	8458	0	44,400,960	 
2020-04-03	2020045	234	24319	0	37303	44,660,288	 
2020-04-02	2020044	227	15530	13489	0	43,593,374	 
2020-04-01	2020043	567	37119	0	40264	42,499,454	 
2020-03-31	2020042	034	8999	0	19913	42,023,254	 
2020-03-30	2020041	879	27022	0	70697	39,691,580	 
2020-03-29	2020040	900	7547	9008	0	40,500,670	 
2020-03-28	2020039	472	9180	0	35953	39,329,594	 
2020-03-27	2020038	392	26847	0	58849	41,075,536	 
2020-03-26	2020037	683	26792	0	47240	38,445,000	 
2020-03-25	2020036	740	11436	0	24268	37,218,534	 
2020-03-24	2020035	776	5880	7554	0	37,881,234	 
2020-03-23	2020034	531	21274	0	39083	34,730,190	 
2020-03-22	2020033	116	9287	8707	0	34,406,060	 
2020-03-21	2020032	794	15675	0	30264	32,368,690	 
2020-03-20	2020031	818	12191	9921	0	34,351,132	 
2020-03-19	2020030	037	8411	0	35620	31,620,776	 
2020-03-18	2020029	042	4476	0	10072	30,774,626	 
2020-03-17	2020028	265	6407	0	25236	28,969,874	 
2020-03-16	2020027	231	6719	0	14485	27,537,694	 
2020-03-15	2020026	885	5832	5800	0	23,948,054	 
2020-03-14	2020025	143	6037	0	15695	22,340,486	 
2020-03-13	2020024	827	10284	0	15533	22,079,690	 
2020-03-12	2020023	511	4047	4195	0	17,862,892	 
2020-03-11	2020022	485	6057	0	10656	20,223,386	 40.45%
2020-01-21	2020021	901	17101	0	26209	61,713,208	 36.44%
2020-01-20	2020020	296	19696	0	35762	57,794,952	 46.46%
2020-01-19	2020019	049	14179	0	25573	57,944,896	 33.35%
2020-01-18	2020018	623	33673	0	42809	55,811,304	 76.66%
2020-01-17	2020017	434	15908	23930	0	59,785,862	 41.84%
2020-01-16	2020016	251	28917	0	34807	58,405,100	 62.22%
2020-01-15	2020015	586	43085	0	54065	56,361,312	 96.69%
2020-01-14	2020014	137	18634	0	42221	56,382,366	 47.80%
2020-01-13	2020013	447	29523	38220	0	57,053,458	 77.44%
2020-01-12	2020012	705	21683	0	29096	55,309,806	 50.29%
2020-01-11	2020011	397	12310	0	31402	57,699,334	 31.78%
2020-01-10	2020010	389	39041	0	52676	57,062,116	 87.64%
2020-01-09	2020009	574	19774	0	45167	56,165,148	 50.80%
2020-01-08	2020008	602	11129	0	21663	55,273,444	 27.94%
2020-01-07	2020007	496	13993	0	40684	55,397,054	 39.56%
2020-01-06	2020006	296	27188	0	49867	53,386,838	 69.55%
2020-01-05	2020005	804	8806	0	23485	53,801,958	 24.77%
2020-01-04	2020004	807	9311	0	16663	52,674,916	 24.06%
2020-01-03	2020003	004	9853	9825	0	56,958,150	 24.24%
2020-01-02	2020002	337	26726	18183	0	56,697,296	 60.61%
2020-01-01	2020001	087	16931	0	30240	54,445,222	 42.32%
2019-12-31	2019351	852	23134	0	52118	55,072,180	 60.32%
2019-12-30	2019350	290	26324	0	41561	54,045,920	 64.49%
2019-12-29	2019349	878	14571	17696	0	55,298,356	 38.98%
2019-12-28	2019348	822	17749	21614	0	55,349,204	 47.21%
2019-12-27	2019347	348	42497	0	73658	57,773,292	 99.15%
2019-12-26	2019346	472	22282	0	54130	54,675,528	 59.89%
2019-12-25	2019345	511	16664	19736	0	55,564,466	 43.87%
2019-12-24	2019344	704	14152	0	37269	56,396,098	 37.80%
2019-12-23	2019343	538	32466	0	39987	53,837,278	 76.00%
2019-12-22	2019342	789	44455	0	57215	52,092,730	 108.54%
2019-12-21	2019341	802	12563	0	24429	50,642,422	 34.37%
2019-12-20	2019340	051	10794	0	23383	53,843,532	 28.65%
2019-12-19	2019339	602	13059	0	28591	52,817,084	 35.35%
2019-12-18	2019338	914	27565	0	41468	52,269,144	 69.96%
2019-12-17	2019337	959	18363	11701	0	53,017,670	 44.18%
2019-12-16	2019336	665	15429	16762	0	51,262,892	 43.00%
2019-12-15	2019335	677	9382	7297	0	48,590,484	 25.52%
2019-12-14	2019334	000	66862	0	0	52,611,832	 135.16%
2019-12-13	2019333	536	32425	0	54505	56,470,988	 77.13%
2019-12-12	2019332	776	20270	19245	0	55,423,370	 50.41%
2019-12-11	2019331	883	24798	25404	0	55,237,728	 63.12%
2019-12-10	2019330	265	23264	0	56730	53,494,648	 63.93%
2019-12-09	2019329	047	14734	0	33750	54,665,966	 39.13%
2019-12-08	2019328	125	18684	0	29366	52,390,798	 47.07%
2019-12-07	2019327	242	11832	11801	0	52,224,394	 31.64%
2019-12-06	2019326	545	23944	21363	0	55,306,060	 58.88%
2019-12-05	2019325	798	22450	0	50179	53,637,026	 60.14%
2019-12-04	2019324	432	21687	0	40162	53,338,038	 55.89%
2019-12-03	2019323	170	22781	0	37000	52,528,100	 57.80%
2019-12-02	2019322	044	11297	14061	0	53,195,472	 31.55%
2019-12-01	2019321	853	27168	0	58442	49,668,668	 77.65%
2019-11-30	2019320	588	13000	9084	0	47,037,654	 35.77%
2019-11-29	2019319	333	75219	0	0	53,838,644	 147.09%
2019-11-28	2019318	232	40665	32832	0	52,192,596	 103.25%
2019-11-27	2019317	548	24052	0	42678	50,245,748	 64.78%
2019-11-26	2019316	885	15604	25047	0	53,860,634	 46.74%
2019-11-25	2019315	983	16364	0	39815	52,892,524	 45.51%
2019-11-24	2019314	594	27542	0	32626	52,344,878	 66.04%
2019-11-23	2019313	048	7299	0	17647	51,955,238	 20.74%
2019-11-22	2019312	031	8084	0	25552	56,823,986	 22.91%
2019-11-21	2019311	248	24521	0	45837	52,634,832	 63.96%
2019-11-20	2019310	765	14977	0	37043	52,210,846	 42.58%
2019-11-19	2019309	341	18275	0	32833	51,094,128	 48.90%
2019-11-18	2019308	672	27929	0	46738	50,830,532	 73.61%
2019-11-17	2019307	036	10810	0	20942	50,744,790	 29.55%
2019-11-16	2019306	153	19415	0	55554	50,605,628	 59.17%
2019-11-15	2019305	439	18646	0	34521	51,505,150	 49.58%
2019-11-14	2019304	465	11280	0	36571	48,816,052	 37.24%
2019-11-13	2019303	909	21899	16156	0	51,208,598	 55.71%
2019-11-12	2019302	426	17830	0	33809	50,465,404	 48.61%
2019-11-11	2019301	109	36052	0	42728	51,922,982	 87.08%
2019-11-10	2019300	936	19469	0	66111	50,187,738	 63.42%
2019-11-09	2019299	328	17493	0	48844	48,259,852	 55.58%
2019-11-08	2019298	335	11836	15694	0	51,575,226	 34.61%
2019-11-07	2019297	956	18772	0	38047	50,159,340	 53.10%
2019-11-06	2019296	345	39862	0	55860	48,922,004	 106.58%
2019-11-05	2019295	877	16973	16923	0	50,530,332	 47.58%
2019-11-04	2019294	612	18388	0	49797	48,474,550	 58.28%
2019-11-03	2019293	663	13799	21134	0	49,857,672	 44.35%
2019-11-02	2019292	068	11022	0	23946	47,233,500	 33.97%
2019-11-01	2019291	882	11582	19408	0	52,644,322	 36.70%
2019-10-31	2019290	328	23940	0	31215	54,132,250	 57.73%
2019-10-30	2019289	362	25063	0	55061	52,389,726	 69.47%
2019-10-29	2019288	758	14296	0	45777	52,665,838	 44.36%
2019-10-28	2019287	715	30356	0	42306	50,071,124	 79.29%
2019-10-27	2019286	293	12828	0	27275	49,078,450	 37.89%
2019-10-26	2019285	059	13653	0	28586	47,193,624	 41.76%
2019-10-25	2019284	562	13476	0	40763	46,722,744	 46.57%
2019-10-24	2019283	444	41103	0	0	49,284,480	 89.22%
2019-10-23	2019282	858	19058	19223	0	49,135,928	 55.23%
2019-10-22	2019281	980	17937	0	43175	50,047,472	 54.02%
2019-10-21	2019280	061	12648	0	29551	49,878,890	 37.64%
2019-10-20	2019279	266	16385	18255	0	49,654,432	 48.48%
2019-10-19	2019278	842	11237	0	28600	49,087,090	 34.89%
2019-10-18	2019277	046	13744	0	27523	52,327,778	 37.92%
2019-10-17	2019276	873	13932	0	47878	51,375,390	 45.39%
2019-10-16	2019275	497	16041	0	34903	49,940,810	 46.57%
2019-10-15	2019274	493	12834	0	22498	50,482,998	 35.35%
2019-10-14	2019273	134	32115	0	53363	49,310,800	 88.35%
2019-10-13	2019272	007	12145	13600	0	50,261,790	 35.46%
2019-10-12	2019271	695	28383	0	67333	50,567,192	 83.32%
2019-10-11	2019270	478	19177	0	26455	52,131,682	 48.22%
2019-10-10	2019269	417	28730	0	52012	49,266,492	 80.51%
2019-10-09	2019268	373	17082	14896	0	47,912,294	 49.34%
2019-10-08	2019267	898	31749	21472	0	49,041,746	 83.71%
2019-09-30	2019266	985	9883	0	24591	50,078,022	 29.49%
2019-09-29	2019265	999	149502	0	0	52,888,854	 308.80%
2019-09-28	2019264	987	46473	0	64460	49,952,376	 120.49%
2019-09-27	2019263	949	8725	12592	0	52,872,814	 25.86%
2019-09-26	2019262	103	10573	0	22189	51,105,400	 29.58%
2019-09-25	2019261	591	8383	0	25633	49,167,122	 27.20%
2019-09-24	2019260	997	19358	23691	0	49,170,182	 58.54%
2019-09-23	2019259	989	29480	26572	0	49,523,654	 81.56%
2019-09-22	2019258	103	15740	0	25941	49,732,680	 42.46%
2019-09-21	2019257	010	15954	13629	0	50,969,510	 42.20%
2019-09-20	2019256	018	25949	0	40409	53,183,748	 64.58%
2019-09-19	2019255	263	15146	0	39024	51,893,196	 43.96%
2019-09-18	2019254	575	15567	15865	0	51,180,018	 42.90%
2019-09-17	2019253	281	9555	0	34574	50,890,314	 31.72%
2019-09-16	2019252	831	28314	0	50353	49,165,412	 78.47%
2019-09-15	2019251	050	5896	6126	0	48,958,204	 17.13%
2019-09-14	2019250	575	7382	10530	0	46,924,260	 24.50%
2019-09-13	2019249	719	15796	0	29817	44,168,920	 49.13%
2019-09-12	2019248	262	13115	17014	0	49,316,858	 39.82%
2019-09-11	2019247	670	12405	0	36327	48,739,190	 39.63%
2019-09-10	2019246	615	11669	0	37484	49,265,422	 38.02%
2019-09-09	2019245	812	18625	0	35634	48,800,276	 52.59%
2019-09-08	2019244	575	41015	28363	0	49,437,262	 107.02%
2019-09-07	2019243	682	14598	0	26357	48,249,510	 41.18%
2019-09-06	2019242	691	15171	0	32145	51,441,366	 42.24%
2019-09-05	2019241	608	10470	0	20492	49,966,932	 29.62%
2019-09-04	2019240	664	20083	14781	0	50,292,306	 52.98%
2019-09-03	2019239	138	32473	0	44879	49,092,720	 86.03%
2019-09-02	2019238	217	14189	0	30281	48,404,740	 42.41%
2019-09-01	2019237	959	8409	13814	0	50,145,210	 28.00%
2019-08-31	2019236	219	37251	0	56173	47,200,802	 104.37%
2019-08-30	2019235	770	19213	21769	0	51,672,840	 54.68%
2019-08-29	2019234	340	15137	0	26519	49,214,668	 42.18%
2019-08-28	2019233	610	9145	0	19015	48,293,646	 27.33%
2019-08-27	2019232	789	45156	0	62928	46,888,698	 125.92%
2019-08-26	2019231	110	16841	10560	0	48,021,094	 44.71%
2019-08-25	2019230	887	10926	14637	0	49,447,606	 34.27%
2019-08-24	2019229	845	12612	0	25865	49,317,542	 37.19%
2019-08-23	2019228	054	6685	0	19699	51,214,620	 20.96%
2019-08-22	2019227	265	10436	0	40242	49,986,754	 36.56%
2019-08-21	2019226	252	17889	16913	0	50,491,744	 49.48%
2019-08-20	2019225	601	9477	0	21522	50,037,474	 27.97%
2019-08-19	2019224	043	14809	0	25583	49,474,702	 41.27%
2019-08-18	2019223	405	11874	0	29414	48,954,082	 36.40%
2019-08-17	2019222	155	10962	12624	0	47,406,676	 34.35%
2019-08-16	2019221	484	10707	12758	0	48,265,236	 33.10%
2019-08-15	2019220	010	35847	39560	0	53,281,712	 98.09%
2019-08-14	2019219	475	18044	0	37196	51,571,678	 50.19%
2019-08-13	2019218	532	24719	0	49243	51,154,324	 68.53%
2019-08-12	2019217	361	33251	0	55827	49,750,002	 91.66%
2019-08-11	2019216	408	9232	0	18623	47,983,868	 27.14%
2019-08-10	2019215	487	9276	0	26284	47,769,370	 30.30%
2019-08-09	2019214	780	7048	0	22956	49,585,958	 23.23%
2019-08-08	2019213	245	19714	0	36448	48,339,886	 57.20%
2019-08-07	2019212	786	12108	0	28500	48,266,696	 36.92%
2019-08-06	2019211	123	23108	0	30844	50,226,942	 60.11%
2019-08-05	2019210	371	11144	0	39702	49,748,142	 38.34%
2019-08-04	2019209	306	18954	0	32473	48,696,654	 53.54%
2019-08-03	2019208	674	10501	0	40103	48,224,164	 38.38%
2019-08-02	2019207	924	11198	0	24664	49,410,478	 33.40%
2019-08-01	2019206	879	40625	0	103382	46,649,848	 133.03%
2019-07-31	2019205	500	18643	14629	0	46,573,118	 53.44%
2019-07-30	2019204	390	13777	0	35712	47,455,542	 44.34%
2019-07-29	2019203	140	7880	0	12825	47,209,038	 22.60%
2019-07-28	2019202	249	9057	0	23654	47,531,152	 29.27%
2019-07-27	2019201	941	14281	0	25334	45,403,904	 43.43%
2019-07-26	2019200	014	14578	0	29948	46,415,966	 44.96%
2019-07-25	2019199	003	7367	8304	0	46,243,774	 23.70%
2019-07-24	2019198	594	7038	0	27158	47,680,404	 26.09%
2019-07-23	2019197	544	12476	12458	0	49,201,596	 36.12%
2019-07-22	2019196	853	16267	0	51750	49,303,264	 53.80%
2019-07-21	2019195	734	16686	0	33159	47,672,518	 49.65%
2019-07-20	2019194	550	25084	26148	0	48,599,682	 74.50%
2019-07-19	2019193	943	18080	0	37588	51,404,180	 51.73%
2019-07-18	2019192	746	18631	0	29432	49,102,286	 50.18%
2019-07-17	2019191	287	18036	0	47612	49,870,884	 55.13%
2019-07-16	2019190	464	5619	5871	0	50,565,204	 15.81%
2019-07-15	2019189	317	15970	0	41451	49,084,344	 48.76%
2019-07-14	2019188	446	12327	8534	0	49,129,910	 32.71%
2019-07-13	2019187	112	17588	40742	0	49,863,034	 65.68%
2019-07-12	2019186	157	15280	0	45657	52,121,374	 46.43%
2019-07-11	2019185	194	16689	0	33433	51,698,652	 45.53%
2019-07-10	2019184	060	14089	18467	0	52,478,850	 40.83%
2019-07-09	2019183	729	74493	0	88306	51,500,900	 181.35%
2019-07-08	2019182	351	29983	0	73858	49,556,548	 90.07%
2019-07-07	2019181	168	41748	0	48653	47,648,636	 109.96%
2019-07-06	2019180	926	22367	0	32880	46,243,968	 63.85%
2019-07-05	2019179	402	8601	0	15056	48,968,628	 24.09%
2019-07-04	2019178	796	15116	0	36954	49,140,818	 45.86%
2019-07-03	2019177	061	7512	0	28257	48,219,730	 26.73%
2019-07-02	2019176	501	11915	0	35593	47,389,664	 39.81%
2019-07-01	2019175	464	19821	13821	0	46,695,110	 55.48%
2019-06-30	2019174	848	11246	13306	0	48,165,384	 34.71%
2019-06-29	2019173	846	14188	0	24993	47,666,572	 40.76%
2019-06-28	2019172	416	20165	0	25601	49,542,162	 51.94%
2019-06-27	2019171	661	11620	13815	0	49,654,370	 34.38%
2019-06-26	2019170	578	28100	0	58602	47,325,892	 84.48%
2019-06-25	2019169	060	8461	9089	0	50,660,058	 23.92%
2019-06-24	2019168	061	11213	0	31642	49,978,722	 34.96%
2019-06-23	2019167	813	16335	0	33968	50,778,380	 45.27%
2019-06-22	2019166	531	22509	0	65489	47,041,166	 74.64%
2019-06-21	2019165	883	10012	12552	0	52,791,708	 28.30%
2019-06-20	2019164	951	18834	0	48803	49,140,974	 57.56%
2019-06-19	2019163	894	15684	0	30552	48,796,902	 44.91%
2019-06-18	2019162	033	7651	9928	0	51,292,446	 22.47%
2019-06-17	2019161	972	14026	0	40856	50,712,618	 43.31%
2019-06-16	2019160	135	13072	0	35916	50,664,308	 39.37%
2019-06-15	2019159	170	14528	0	25858	48,557,616	 40.78%
2019-06-14	2019158	708	21211	0	23722	50,668,376	 52.50%
2019-06-13	2019157	626	18193	13864	0	49,008,544	 49.13%
2019-06-12	2019156	879	19847	0	54953	49,378,972	 62.65%
2019-06-11	2019155	050	9659	13149	0	51,628,392	 28.83%
2019-06-10	2019154	632	10355	0	11530	51,551,056	 25.36%
2019-06-09	2019153	326	14076	0	34088	50,349,598	 42.09%
2019-06-08	2019152	051	6936	0	16644	50,188,412	 20.48%
2019-06-07	2019151	347	21768	0	47917	48,623,372	 64.68%
2019-06-06	2019150	258	32316	0	58021	49,978,530	 89.00%
2019-06-05	2019149	350	14202	0	38008	50,384,960	 43.27%
2019-06-04	2019148	362	10351	0	30756	50,797,016	 32.39%
2019-06-03	2019147	470	16466	0	35631	48,958,128	 48.44%
2019-06-02	2019146	013	9165	0	18597	50,785,130	 26.15%
2019-06-01	2019145	315	7142	0	20513	49,554,950	 22.60%
2019-05-31	2019144	388	22051	24554	0	53,107,838	 60.33%
2019-05-30	2019143	471	20481	0	38912	51,856,056	 55.11%
2019-05-29	2019142	792	27505	0	41163	51,211,010	 70.85%
2019-05-28	2019141	315	32989	0	73294	49,878,612	 95.64%
2019-05-27	2019140	276	29236	0	69150	48,426,226	 89.26%
2019-05-26	2019139	849	9009	0	24760	47,600,472	 29.39%
2019-05-25	2019138	331	21192	23873	0	48,452,642	 63.42%
2019-05-24	2019137	347	29296	0	45620	50,622,682	 76.94%
2019-05-23	2019136	670	24611	0	39814	48,602,548	 67.78%
2019-05-22	2019135	789	13890	0	22979	48,913,018	 38.34%
2019-05-21	2019134	394	16608	0	35282	49,918,590	 47.70%
2019-05-20	2019133	219	24955	0	36418	48,158,756	 67.87%
2019-05-19	2019132	787	17648	14018	0	49,768,656	 47.33%
2019-05-18	2019131	031	12424	0	25864	49,835,388	 35.74%
2019-05-17	2019130	298	24377	0	27878	51,354,252	 59.74%
2019-05-16	2019129	504	14442	0	21118	51,041,100	 37.25%
2019-05-15	2019128	980	12166	0	32835	50,865,610	 36.94%
2019-05-14	2019127	758	40055	0	54836	50,236,882	 102.50%
2019-05-13	2019126	470	13317	0	28663	48,571,358	 39.26%
2019-05-12	2019125	081	13392	0	29757	47,011,660	 41.20%
2019-05-11	2019124	211	16788	19249	0	49,462,498	 49.70%
2019-05-10	2019123	157	31841	0	56305	50,552,190	 86.70%
2019-05-09	2019122	865	17689	0	34003	49,221,224	 50.71%
2019-05-08	2019121	608	20930	0	40543	47,649,220	 61.74%
2019-05-07	2019120	900	15406	20439	0	50,467,130	 47.37%
2019-05-06	2019119	249	10672	0	24350	50,407,680	 31.10%
2019-05-05	2019118	418	17807	0	32857	49,334,966	 50.03%
2019-05-04	2019117	296	11077	0	31840	48,288,834	 36.49%
2019-05-03	2019116	047	27720	0	53330	46,431,052	 83.97%
2019-05-02	2019115	466	11109	13760	0	45,822,826	 36.69%
2019-05-01	2019114	558	15099	16573	0	45,414,888	 48.38%
2019-04-30	2019113	238	21947	0	33777	47,839,856	 61.53%
2019-04-29	2019112	922	13349	19216	0	49,786,448	 42.41%
2019-04-28	2019111	716	20024	0	36830	49,809,380	 56.08%
2019-04-27	2019110	612	15555	0	31190	48,467,544	 45.52%
2019-04-26	2019109	136	27581	0	64310	49,528,884	 82.32%
2019-04-25	2019108	515	15501	11488	0	47,898,496	 43.20%
2019-04-24	2019107	177	18629	17286	0	48,035,592	 54.08%
2019-04-23	2019106	040	7646	8741	0	51,494,660	 22.04%
2019-04-22	2019105	382	20820	0	49302	51,302,288	 60.43%
2019-04-21	2019104	593	9820	0	25155	48,478,856	 30.77%
2019-04-20	2019103	750	9628	0	23208	46,613,472	 31.05%
2019-04-19	2019102	559	6130	5858	0	52,823,500	 16.59%
2019-04-18	2019101	559	15682	14710	0	53,640,408	 41.01%
2019-04-17	2019100	487	6818	0	24604	52,068,014	 22.45%
2019-04-16	2019099	738	20124	0	34867	51,991,218	 53.42%
2019-04-15	2019098	087	14372	0	34504	51,016,540	 42.18%
2019-04-14	2019097	243	12326	0	41761	50,355,472	 40.81%
2019-04-13	2019096	066	29227	31055	0	52,929,558	 78.77%
2019-04-12	2019095	935	13861	0	36232	54,300,448	 38.75%
2019-04-11	2019094	891	17604	0	42797	52,643,036	 49.56%
2019-04-10	2019093	258	42751	0	58288	51,282,736	 107.62%
2019-04-09	2019092	630	12950	0	28129	51,076,428	 36.46%
2019-04-08	2019091	526	24241	0	39410	50,776,294	 64.07%
2019-04-07	2019090	789	26202	0	26796	49,534,516	 65.42%
2019-04-06	2019089	450	22415	0	42118	48,060,110	 64.81%
2019-04-05	2019088	936	17169	0	61050	46,721,624	 61.88%
2019-04-04	2019087	174	25123	0	69369	47,399,486	 81.86%
2019-04-03	2019086	283	33367	0	55605	47,203,552	 95.27%
2019-04-02	2019085	505	26787	22109	0	48,891,036	 73.58%
2019-04-01	2019084	978	8378	0	31922	49,081,774	 29.54%
