开奖日期	期号	中奖号码	单选	组选3	组选6	销售额（元）	返奖比例
2017-10-26	2017292	715	9296	0	22774	46,514,584	 29.94%
2017-10-25	2017291	765	16266	0	44445	47,301,744	 53.91%
2017-10-24	2017290	285	5754	0	30449	47,170,852	 24.53%
2017-10-23	2017289	236	21445	0	37962	44,242,786	 66.71%
2017-10-22	2017288	300	8971	7820	0	45,874,932	 26.87%
2017-10-21	2017287	285	23076	0	44703	44,017,476	 73.79%
2017-10-20	2017286	512	59445	0	36436	45,923,590	 151.36%
2017-10-19	2017285	434	11097	16721	0	44,388,588	 39.92%
2017-10-18	2017284	131	11564	11106	0	45,631,900	 35.86%
2017-10-17	2017283	355	11718	12752	0	45,544,890	 37.40%
2017-10-16	2017282	568	10896	0	14141	44,235,396	 32.04%
2017-10-15	2017281	609	17396	0	26084	42,865,390	 53.13%
2017-10-14	2017280	658	12041	0	33905	42,359,996	 43.75%
2017-10-13	2017279	453	12888	0	35375	44,073,566	 44.69%
2017-10-12	2017278	902	10192	0	23352	43,072,046	 34.45%
2017-10-11	2017277	557	17263	16314	0	41,909,102	 56.88%
2017-10-10	2017276	887	10290	11815	0	42,971,914	 34.89%
2017-10-09	2017275	898	28086	25047	0	42,506,964	 89.93%
2017-10-08	2017274	944	15796	25896	0	44,671,164	 57.51%
2017-10-07	2017273	267	25126	0	44280	43,177,616	 78.97%
2017-10-06	2017272	934	12354	0	37314	42,942,024	 45.44%
2017-10-05	2017271	428	12896	0	35369	40,788,424	 48.67%
2017-10-04	2017270	135	9744	0	27716	37,636,860	 40.36%
2017-10-03	2017269	938	7988	0	26606	39,614,646	 33.27%
2017-10-02	2017268	578	20431	0	36078	38,277,492	 72.69%
2017-10-01	2017267	770	10107	12710	0	40,098,116	 37.84%
2017-09-30	2017266	203	6844	0	12147	43,599,998	 21.67%
2017-09-29	2017265	372	13746	0	26565	45,242,790	 42.58%
2017-09-28	2017264	933	16745	25172	0	46,577,604	 59.79%
2017-09-27	2017263	672	14564	0	62695	45,258,508	 61.83%
2017-09-26	2017262	912	18830	0	26770	45,315,412	 57.78%
2017-09-25	2017261	686	11380	21039	0	48,218,734	 42.60%
2017-09-24	2017260	095	18270	0	44454	47,780,724	 60.10%
2017-09-23	2017259	481	17649	0	36227	49,183,776	 54.37%
2017-09-22	2017258	361	14413	0	46242	50,454,842	 48.40%
2017-09-21	2017257	234	17951	0	29692	49,665,770	 50.47%
2017-09-20	2017256	362	7495	0	18379	49,097,560	 24.02%
2017-09-19	2017255	521	10384	0	28856	49,232,200	 34.19%
2017-09-18	2017254	639	16388	0	31940	49,277,494	 48.68%
2017-09-17	2017253	326	12095	0	36141	48,226,254	 41.58%
2017-09-16	2017252	387	20715	0	65243	47,393,168	 73.79%
2017-09-15	2017251	951	15921	0	36818	48,189,604	 50.39%
2017-09-14	2017250	142	7077	0	30730	47,491,358	 28.63%
2017-09-13	2017249	302	14811	0	31147	48,147,378	 45.34%
2017-09-12	2017248	856	19581	0	38950	47,791,284	 60.40%
2017-09-11	2017247	370	12001	0	21640	47,586,980	 36.36%
2017-09-10	2017246	778	9975	15860	0	47,665,310	 35.53%
2017-09-09	2017245	284	8626	0	31157	47,435,854	 32.82%
2017-09-08	2017244	048	13971	0	36949	51,131,260	 46.24%
2017-09-07	2017243	751	9965	0	29874	49,512,124	 36.50%
2017-09-06	2017242	237	44062	0	54204	47,487,396	 129.05%
2017-09-05	2017241	664	29496	43220	0	49,543,152	 104.53%
2017-09-04	2017240	591	12681	0	39997	48,655,236	 46.96%
2017-09-03	2017239	389	22861	0	31849	48,559,834	 68.93%
2017-09-02	2017238	517	15836	0	23051	46,701,460	 49.52%
2017-09-01	2017237	135	12879	0	22685	49,140,876	 40.89%
2017-08-31	2017236	937	11656	0	24977	47,150,848	 39.82%
2017-08-30	2017235	362	19578	0	44928	46,547,720	 68.21%
2017-08-29	2017234	895	8647	0	16198	46,262,480	 29.14%
2017-08-28	2017233	952	20002	0	39673	44,778,444	 69.63%
2017-08-27	2017232	091	8756	0	23112	43,359,946	 33.64%
2017-08-26	2017231	748	15487	0	44121	43,337,268	 60.48%
2017-08-25	2017230	598	13101	0	28580	45,020,612	 46.05%
2017-08-24	2017229	707	12473	13275	0	43,605,552	 44.76%
2017-08-23	2017228	535	17082	19900	0	42,908,974	 62.17%
2017-08-22	2017227	885	17382	22414	0	43,710,284	 64.30%
2017-08-21	2017226	903	18588	0	38155	44,145,550	 64.84%
2017-08-20	2017225	801	11689	0	27261	44,219,078	 41.36%
2017-08-19	2017224	265	17641	0	39065	42,381,042	 66.26%
2017-08-18	2017223	778	18839	16470	0	46,352,062	 60.06%
2017-08-17	2017222	731	15006	0	26537	43,602,030	 48.18%
2017-08-16	2017221	857	11491	0	31794	43,089,762	 42.33%
2017-08-15	2017220	287	27984	0	35413	41,461,492	 89.26%
2017-08-14	2017219	513	9004	0	20824	41,264,474	 32.67%
2017-08-13	2017218	911	27839	17442	0	41,470,712	 88.04%
2017-08-12	2017217	812	33438	0	44625	39,080,998	 112.46%
2017-08-11	2017216	063	8531	0	21831	42,607,836	 31.29%
2017-08-10	2017215	369	30080	0	34474	40,945,436	 94.26%
2017-08-09	2017214	313	10082	7734	0	40,933,828	 33.64%
2017-08-08	2017213	986	8137	0	26392	42,404,644	 32.19%
2017-08-07	2017212	716	20572	0	56139	40,483,604	 79.86%
2017-08-06	2017211	124	12800	0	18322	39,941,024	 42.21%
2017-08-05	2017210	256	18466	0	39628	38,158,814	 69.84%
2017-08-04	2017209	354	9438	0	26369	39,885,640	 36.98%
2017-08-03	2017208	822	11207	12337	0	39,367,408	 42.12%
2017-08-02	2017207	331	9030	10282	0	38,976,356	 34.19%
2017-08-01	2017206	344	16001	15805	0	39,439,176	 57.19%
2017-07-31	2017205	770	8560	9015	0	39,560,170	 31.11%
2017-07-30	2017204	053	6401	0	20576	38,999,878	 27.15%
2017-07-29	2017203	070	11466	9278	0	40,514,018	 39.15%
2017-07-28	2017202	996	14761	21835	0	44,215,164	 53.45%
2017-07-27	2017201	358	29892	0	48971	41,862,850	 96.16%
2017-07-26	2017200	827	18813	0	35641	42,140,884	 62.43%
2017-07-25	2017199	367	16922	0	23728	41,558,864	 53.35%
2017-07-24	2017198	703	10728	0	25364	41,452,254	 38.46%
2017-07-23	2017197	681	16633	0	36615	40,723,654	 59.24%
2017-07-22	2017196	174	13569	0	32444	38,706,398	 52.54%
2017-07-21	2017195	686	11957	13884	0	40,691,606	 43.51%
2017-07-20	2017194	466	16459	18562	0	41,225,452	 58.22%
2017-07-19	2017193	352	11886	0	39105	41,050,352	 47.66%
2017-07-18	2017192	406	14138	0	20514	40,257,720	 47.06%
2017-07-17	2017191	567	18217	0	28778	39,909,308	 60.92%
2017-07-16	2017190	883	13538	18214	0	40,429,880	 51.50%
2017-07-15	2017189	562	24587	0	48503	40,337,008	 85.62%
2017-07-14	2017188	741	17278	0	39667	40,685,166	 61.50%
2017-07-13	2017187	613	14793	0	27930	38,887,678	 52.37%
2017-07-12	2017186	033	10230	14290	0	39,155,126	 40.23%
2017-07-11	2017185	228	16104	11744	0	40,075,260	 53.28%
2017-07-10	2017184	899	21369	16548	0	40,389,394	 69.97%
2017-07-09	2017183	994	7541	10591	0	41,816,460	 29.15%
2017-07-08	2017182	148	11251	0	26835	40,332,100	 41.10%
2017-07-07	2017181	569	13699	0	29672	42,893,156	 45.87%
2017-07-06	2017180	364	11041	0	30424	42,529,264	 40.15%
2017-07-05	2017179	159	18570	0	26499	40,487,080	 59.93%
2017-07-04	2017178	744	20413	18542	0	40,880,322	 68.50%
2017-07-03	2017177	975	12972	0	36376	40,251,648	 50.32%
2017-07-02	2017176	276	17242	0	33729	37,497,772	 64.31%
2017-07-01	2017175	001	17197	16689	0	40,239,944	 59.54%
2017-06-30	2017174	414	15729	18369	0	43,272,894	 53.08%
2017-06-29	2017173	694	12879	0	29936	42,055,536	 44.84%
2017-06-28	2017172	558	15463	12116	0	40,771,396	 50.49%
2017-06-27	2017171	346	16356	0	41338	40,244,766	 60.74%
2017-06-26	2017170	881	14911	14873	0	41,884,216	 49.82%
2017-06-25	2017169	854	25306	0	45578	40,559,766	 85.47%
2017-06-24	2017168	136	14528	0	29021	38,781,356	 52.48%
2017-06-23	2017167	471	9395	0	33830	40,413,596	 39.26%
2017-06-22	2017166	496	13980	0	35327	37,301,602	 56.41%
2017-06-21	2017165	333	49152	0	0	39,235,576	 132.42%
2017-06-20	2017164	312	8713	0	21820	39,537,828	 33.20%
2017-06-19	2017163	008	4989	6641	0	41,126,294	 19.03%
2017-06-18	2017162	398	12353	0	35196	39,096,630	 49.73%
2017-06-17	2017161	797	9694	12880	0	39,118,936	 38.14%
2017-06-16	2017160	210	8793	0	15452	43,493,006	 28.59%
2017-06-15	2017159	872	10782	0	22938	44,772,604	 35.62%
2017-06-14	2017158	285	19982	0	44615	45,034,730	 65.83%
2017-06-13	2017157	173	22456	0	60181	44,125,152	 78.82%
2017-06-12	2017156	248	13891	0	40162	43,057,114	 51.67%
2017-06-11	2017155	935	17203	0	26015	40,493,882	 58.04%
2017-06-10	2017154	363	17242	16198	0	40,079,362	 61.33%
2017-06-09	2017153	608	25381	0	32527	41,463,492	 79.44%
2017-06-08	2017152	707	17217	14346	0	41,178,018	 57.59%
2017-06-07	2017151	076	14859	0	36766	40,133,208	 55.99%
2017-06-06	2017150	113	10426	10570	0	40,290,746	 37.46%
2017-06-05	2017149	739	4109	0	14636	41,898,850	 16.96%
2017-06-04	2017148	739	10838	0	22016	42,030,312	 38.14%
2017-06-03	2017147	299	13461	13323	0	40,236,988	 48.05%
2017-06-02	2017146	549	6692	0	10385	43,307,326	 21.27%
2017-06-01	2017145	945	8962	0	25102	41,967,748	 33.95%
2017-05-31	2017144	585	14647	14702	0	42,335,594	 49.91%
2017-05-30	2017143	698	17070	0	31426	39,202,064	 61.89%
2017-05-29	2017142	877	10531	9034	0	39,079,958	 37.13%
2017-05-28	2017141	115	10958	10089	0	39,543,958	 39.13%
2017-05-27	2017140	614	10467	0	25988	41,107,686	 38.57%
2017-05-26	2017139	695	18837	0	28473	42,451,252	 59.93%
2017-05-25	2017138	181	10867	10740	0	41,452,834	 37.98%
2017-05-24	2017137	119	15842	16747	0	39,792,742	 58.51%
2017-05-23	2017136	888	44814	0	0	42,971,232	 114.19%
2017-05-22	2017135	077	16515	16054	0	43,284,670	 55.45%
2017-05-21	2017134	359	11702	0	24392	42,802,782	 39.21%
2017-05-20	2017133	920	15126	0	23160	41,330,984	 49.49%
2017-05-19	2017132	556	12549	10464	0	44,636,886	 38.39%
2017-05-18	2017131	482	24513	0	33148	43,107,264	 74.78%
2017-05-17	2017130	676	10362	13057	0	42,489,708	 37.18%
2017-05-16	2017129	566	18945	18181	0	42,733,118	 62.16%
2017-05-15	2017128	055	12449	22412	0	42,728,342	 49.86%
2017-05-14	2017127	623	23885	0	55357	41,931,160	 83.83%
2017-05-13	2017126	499	12229	15637	0	39,144,288	 47.86%
2017-05-12	2017125	878	9650	11920	0	43,219,378	 33.72%
2017-05-11	2017124	015	4047	0	14872	43,537,924	 16.20%
2017-05-10	2017123	008	7531	11358	0	45,870,366	 26.64%
2017-05-09	2017122	045	16433	0	30013	46,235,448	 49.27%
2017-05-08	2017121	439	13419	0	30141	44,961,962	 43.83%
2017-05-07	2017120	284	8690	0	35204	45,424,838	 34.40%
2017-05-06	2017119	509	12883	0	22310	44,682,694	 39.66%
2017-05-05	2017118	605	11560	0	23475	47,774,940	 34.92%
2017-05-04	2017117	731	21813	0	31923	45,885,628	 63.51%
2017-05-03	2017116	814	55326	0	51422	43,473,884	 157.52%
2017-05-02	2017115	160	4558	0	17647	45,477,648	 17.92%
2017-05-01	2017114	167	17344	0	36020	42,230,190	 59.08%
2017-04-30	2017113	745	23333	0	58329	41,777,008	 84.15%
2017-04-29	2017112	695	14510	0	25345	41,820,696	 47.82%
2017-04-28	2017111	331	22154	33354	0	44,401,830	 79.41%
2017-04-27	2017110	266	17228	18816	0	44,360,496	 56.46%
2017-04-26	2017109	488	14821	24785	0	44,488,796	 55.17%
2017-04-25	2017108	557	33963	28477	0	46,320,892	 100.57%
2017-04-24	2017107	725	17026	0	38241	46,256,916	 54.41%
2017-04-23	2017106	936	16024	0	39168	44,246,402	 55.19%
2017-04-22	2017105	421	9021	0	24249	44,206,138	 31.66%
2017-04-21	2017104	524	18990	0	30129	46,943,324	 55.21%
2017-04-20	2017103	350	12916	0	16728	45,823,514	 37.19%
2017-04-19	2017102	698	13429	0	23536	45,755,206	 40.89%
2017-04-18	2017101	809	17321	0	29955	45,854,574	 52.60%
2017-04-17	2017100	596	14971	0	37573	45,892,166	 50.27%
2017-04-16	2017099	046	15048	0	20849	45,310,288	 44.08%
2017-04-15	2017098	407	10468	0	11257	42,929,664	 31.30%
2017-04-14	2017097	749	22866	0	30813	46,174,158	 64.97%
2017-04-13	2017096	470	11259	0	29813	44,555,580	 39.47%
2017-04-12	2017095	593	7264	0	20241	44,541,754	 26.18%
2017-04-11	2017094	573	21866	0	35000	44,910,682	 67.10%
2017-04-10	2017093	840	10001	0	26410	43,017,514	 36.44%
2017-04-09	2017092	305	8003	0	17993	43,027,944	 27.77%
2017-04-08	2017091	341	8793	0	32797	41,542,080	 37.24%
2017-04-07	2017090	390	6846	0	27694	44,751,828	 27.95%
2017-04-06	2017089	518	23178	0	51631	41,863,478	 82.11%
2017-04-05	2017088	366	12121	13258	0	43,016,550	 41.79%
2017-04-04	2017087	377	15909	18970	0	40,992,440	 58.84%
2017-04-03	2017086	697	17944	0	30221	40,272,908	 62.51%
2017-04-02	2017085	560	11254	0	19278	40,739,688	 38.54%
2017-04-01	2017084	822	10292	16847	0	43,719,256	 39.46%
2017-03-31	2017083	105	7383	0	18941	46,846,248	 24.36%
2017-03-30	2017082	625	14172	0	46786	45,942,054	 51.87%
2017-03-29	2017081	129	18231	0	49240	46,244,244	 61.81%
2017-03-28	2017080	735	33744	0	53676	44,498,616	 103.81%
2017-03-27	2017079	487	9090	0	35115	44,365,062	 36.28%
2017-03-26	2017078	449	28513	19683	0	42,107,808	 89.76%
2017-03-25	2017077	020	9052	8032	0	43,399,836	 29.31%
2017-03-24	2017076	074	8259	0	22078	45,023,604	 29.13%
2017-03-23	2017075	787	15892	14023	0	45,894,818	 48.75%
2017-03-22	2017074	576	8933	0	30605	46,658,832	 32.64%
2017-03-21	2017073	075	9105	0	30377	47,167,150	 32.70%
2017-03-20	2017072	174	21475	0	55124	45,123,368	 73.79%
2017-03-19	2017071	882	10629	13431	0	44,904,382	 36.26%
2017-03-18	2017070	231	15107	0	25484	44,084,318	 47.93%
2017-03-17	2017069	518	24674	0	27229	44,593,002	 69.25%
2017-03-16	2017068	910	20034	0	43789	44,923,374	 64.52%
2017-03-15	2017067	644	14463	14566	0	43,917,184	 46.66%
2017-03-14	2017066	322	8829	12205	0	45,035,348	 30.49%
2017-03-13	2017065	577	18156	19084	0	44,735,852	 59.06%
2017-03-12	2017064	158	35580	0	59442	43,622,914	 112.09%
2017-03-11	2017063	864	13249	0	39192	42,859,730	 49.46%
2017-03-10	2017062	975	25426	0	50285	43,768,582	 82.86%
2017-03-09	2017061	454	13072	12380	0	43,367,368	 42.69%
2017-03-08	2017060	868	7266	10910	0	43,575,824	 27.00%
2017-03-07	2017059	143	7436	0	26046	42,945,878	 29.79%
2017-03-06	2017058	262	7662	10195	0	43,354,494	 27.52%
2017-03-05	2017057	242	12360	20378	0	43,898,312	 46.97%
2017-03-04	2017056	102	11735	0	18216	45,252,372	 35.07%
2017-03-03	2017055	276	22480	0	34386	47,008,498	 64.20%
2017-03-02	2017054	754	7856	0	48245	46,643,308	 36.63%
2017-03-01	2017053	652	17547	0	48794	45,304,308	 60.77%
2017-02-28	2017052	731	10603	0	31302	45,451,026	 37.04%
2017-02-27	2017051	702	18667	0	20926	44,679,886	 52.79%
2017-02-26	2017050	278	17261	0	34051	42,907,740	 57.04%
2017-02-25	2017049	036	15489	0	30972	41,312,528	 53.61%
2017-02-24	2017048	557	17326	15753	0	44,328,926	 54.55%
2017-02-23	2017047	945	29944	0	43344	42,280,860	 93.36%
2017-02-22	2017046	570	7119	0	20085	41,158,480	 27.18%
2017-02-21	2017045	679	14937	0	29155	40,797,910	 51.65%
2017-02-20	2017044	861	14708	0	38414	38,257,620	 58.79%
2017-02-19	2017043	050	9060	12849	0	36,851,842	 38.74%
2017-02-18	2017042	000	97715	0	0	40,592,188	 260.66%
2017-02-17	2017041	480	11343	0	21673	40,449,832	 39.52%
2017-02-16	2017040	899	23435	23900	0	43,566,574	 76.41%
2017-02-15	2017039	395	7629	0	22577	41,892,482	 28.97%
2017-02-14	2017038	134	11892	0	27915	41,215,136	 42.80%
2017-02-13	2017037	897	12870	0	39742	41,779,470	 49.14%
2017-02-12	2017036	650	13211	0	36621	40,375,428	 50.19%
2017-02-11	2017035	624	12321	0	24372	37,761,014	 45.59%
2017-02-10	2017034	348	26244	0	48641	38,998,338	 92.26%
2017-02-09	2017033	114	14159	16903	0	40,052,228	 51.86%
2017-02-08	2017032	237	14682	0	17037	39,955,650	 46.62%
2017-02-07	2017031	376	17016	0	28675	39,475,188	 57.80%
2017-02-06	2017030	107	11742	0	19374	39,176,878	 40.09%
2017-02-05	2017029	272	16970	23260	0	38,513,422	 67.14%
2017-02-04	2017028	193	9881	0	28381	36,527,012	 42.17%
2017-02-03	2017027	873	11507	0	23841	33,280,928	 48.87%
2017-01-26	2017026	259	6499	0	12258	41,206,326	 21.90%
2017-01-25	2017025	359	11819	0	25260	43,549,888	 38.57%
2017-01-24	2017024	709	16691	0	24521	45,068,642	 48.35%
2017-01-23	2017023	250	11090	0	24425	44,587,890	 35.52%
2017-01-22	2017022	028	24361	0	27600	44,862,754	 66.21%
2017-01-21	2017021	854	11820	0	50750	43,560,544	 48.80%
2017-01-20	2017020	893	16826	0	41599	44,602,200	 55.91%
2017-01-19	2017019	606	20402	19570	0	47,163,972	 59.92%
2017-01-18	2017018	315	26849	0	31936	45,338,116	 74.31%
2017-01-17	2017017	817	37535	0	51387	44,841,668	 107.60%
2017-01-16	2017016	469	20332	0	36967	42,816,064	 64.79%
2017-01-15	2017015	950	8937	0	24004	41,649,168	 32.69%
2017-01-14	2017014	221	9180	10359	0	43,540,354	 30.49%
2017-01-13	2017013	582	17861	0	47799	45,404,526	 59.57%
2017-01-12	2017012	125	8939	0	20329	44,116,942	 29.46%
2017-01-11	2017011	909	8901	10937	0	44,494,992	 29.60%
2017-01-10	2017010	976	9235	0	24744	44,273,782	 31.71%
2017-01-09	2017009	202	13129	12348	0	46,734,400	 38.78%
2017-01-08	2017008	169	37743	0	52484	44,452,040	 109.44%
2017-01-07	2017007	783	14541	0	37632	40,703,854	 53.59%
2017-01-06	2017006	888	42818	0	0	45,881,388	 98.93%
2017-01-05	2017005	246	39722	0	53970	44,818,408	 113.84%
2017-01-04	2017004	317	11572	0	25424	43,890,190	 37.83%
2017-01-03	2017003	650	16062	0	41742	42,206,588	 57.24%
2017-01-02	2017002	779	16594	22885	0	42,048,806	 60.82%
2017-01-01	2017001	369	42606	0	52680	40,532,262	 132.33%
2016-12-31	2016359	883	11824	12001	0	41,004,312	 40.78%
2016-12-30	2016358	110	18929	15797	0	46,185,540	 55.10%
2016-12-29	2016357	415	9197	0	21341	45,880,896	 29.32%
2016-12-28	2016356	125	18633	0	32356	43,606,390	 58.37%
2016-12-27	2016355	942	14108	0	22473	45,168,040	 41.81%
2016-12-26	2016354	428	10236	0	20967	44,430,754	 32.63%
2016-12-25	2016353	084	11773	0	32633	43,502,218	 41.85%
2016-12-24	2016352	016	8177	0	22900	43,102,150	 29.31%
2016-12-23	2016351	818	21347	18536	0	45,944,990	 63.38%
2016-12-22	2016350	383	19701	24623	0	46,463,106	 63.05%
2016-12-21	2016349	049	7963	0	22566	44,993,862	 27.50%
2016-12-20	2016348	289	13336	0	21751	45,846,326	 38.93%
2016-12-19	2016347	806	24994	0	39097	45,118,676	 73.58%
2016-12-18	2016346	029	10691	0	32479	43,957,972	 38.63%
2016-12-17	2016345	559	11521	9952	0	43,946,466	 35.69%
2016-12-16	2016344	367	20298	0	51564	43,810,790	 69.49%
2016-12-15	2016343	225	14151	12296	0	44,529,884	 43.37%
2016-12-14	2016342	448	9641	8579	0	43,937,532	 30.25%
2016-12-13	2016341	151	8367	11033	0	45,244,674	 28.16%
2016-12-12	2016340	493	23726	0	35632	43,981,072	 70.88%
2016-12-11	2016339	262	11446	14179	0	43,039,880	 39.78%
2016-12-10	2016338	301	31697	0	41760	42,022,660	 96.81%
2016-12-09	2016337	299	15866	13402	0	46,263,506	 46.30%
2016-12-08	2016336	097	9043	0	22013	44,799,792	 29.99%
2016-12-07	2016335	550	8557	12020	0	46,286,226	 28.59%
2016-12-06	2016334	189	30505	0	49499	44,846,308	 90.73%
2016-12-05	2016333	054	19621	0	41892	43,419,912	 64.56%
2016-12-04	2016332	776	13945	19304	0	43,761,868	 49.23%
2016-12-03	2016331	983	12328	0	25603	43,134,226	 40.60%
2016-12-02	2016330	318	21012	0	24105	44,177,708	 60.03%
2016-12-01	2016329	244	19113	19799	0	44,087,274	 61.39%
2016-11-30	2016328	709	11045	0	18607	44,190,290	 33.96%
2016-11-29	2016327	831	16535	0	49158	42,539,856	 61.12%
2016-11-28	2016326	690	12287	0	26668	42,541,846	 41.48%
2016-11-27	2016325	961	18208	0	36690	41,473,742	 61.84%
2016-11-26	2016324	663	13893	18042	0	40,346,660	 52.32%
2016-11-25	2016323	877	9281	14283	0	44,710,760	 33.18%
2016-11-24	2016322	153	11356	0	29784	43,358,478	 39.69%
2016-11-23	2016321	832	31748	0	53307	40,879,448	 104.64%
2016-11-22	2016320	529	31887	0	47034	40,866,434	 102.27%
2016-11-21	2016319	557	8974	12322	0	42,103,764	 32.82%
2016-11-20	2016318	470	9809	0	26471	41,311,046	 36.31%
2016-11-19	2016317	243	16992	0	35736	39,283,724	 61.69%
2016-11-18	2016316	774	10732	12298	0	40,201,326	 38.90%
2016-11-17	2016315	888	67131	0	0	42,870,330	 165.97%
2016-11-16	2016314	157	11436	0	25929	42,162,790	 39.26%
2016-11-15	2016313	373	7766	9993	0	41,153,572	 28.40%
2016-11-14	2016312	113	8306	9140	0	42,672,804	 28.17%
2016-11-13	2016311	398	17694	0	29562	42,642,760	 55.72%
2016-11-12	2016310	045	6283	0	18783	42,064,528	 23.60%
2016-11-11	2016309	830	25977	0	51110	42,892,722	 84.30%
2016-11-10	2016308	743	10877	0	27867	39,908,614	 40.85%
2016-11-09	2016307	997	16349	10600	0	40,973,656	 51.20%
2016-11-08	2016306	073	13447	0	33588	40,487,244	 49.40%
2016-11-07	2016305	744	13576	23132	0	40,425,628	 55.39%
2016-11-06	2016304	856	10865	0	24301	41,529,302	 37.73%
2016-11-05	2016303	801	9223	0	27349	39,691,252	 36.53%
2016-11-04	2016302	656	14754	15703	0	43,677,508	 48.07%
2016-11-03	2016301	572	31089	0	41279	42,545,742	 94.24%
2016-11-02	2016300	805	11541	0	25222	42,179,804	 39.26%
2016-11-01	2016299	045	14885	0	23653	41,445,288	 48.11%
2016-10-31	2016298	651	20826	0	38529	41,043,580	 69.93%
2016-10-30	2016297	160	10492	0	22726	39,095,938	 38.71%
2016-10-29	2016296	784	5179	0	24531	37,843,092	 25.95%
2016-10-28	2016295	789	21965	0	30382	41,086,940	 69.41%
2016-10-27	2016294	334	16795	24375	0	41,483,236	 63.08%
2016-10-26	2016293	326	13290	0	29964	41,252,076	 46.82%
2016-10-25	2016292	507	13858	0	32981	42,559,570	 48.05%
2016-10-24	2016291	137	17777	0	37256	40,888,890	 61.79%
2016-10-23	2016290	430	8170	0	17169	39,796,992	 29.39%
2016-10-22	2016289	359	27867	0	34366	36,637,668	 96.55%
2016-10-21	2016288	010	14888	12873	0	42,021,728	 48.21%
2016-10-20	2016287	621	13393	0	42946	40,920,248	 52.99%
2016-10-19	2016286	907	13261	0	26668	40,479,204	 46.37%
2016-10-18	2016285	848	12025	11844	0	41,472,348	 40.51%
2016-10-17	2016284	143	9308	0	37056	41,499,642	 39.46%
2016-10-16	2016283	740	19901	0	40369	40,480,304	 69.76%
2016-10-15	2016282	626	14713	16678	0	38,372,192	 55.75%
2016-10-14	2016281	998	14459	15236	0	42,476,988	 48.66%
2016-10-13	2016280	378	23129	0	40663	41,755,336	 75.44%
2016-10-12	2016279	624	19760	0	27312	40,203,606	 63.97%
2016-10-11	2016278	435	15723	0	41372	47,465,790	 49.90%
2016-10-10	2016277	085	12225	0	29781	39,432,884	 46.24%
2016-10-09	2016276	277	12896	13342	0	39,972,550	 46.11%
2016-10-08	2016275	874	7196	0	25564	39,767,144	 30.47%
2016-10-07	2016274	883	13603	23307	0	38,681,282	 58.32%
2016-10-06	2016273	565	6871	8643	0	37,064,248	 27.85%
2016-10-05	2016272	373	12193	16414	0	36,792,314	 50.84%
2016-10-04	2016271	443	9689	10661	0	37,742,022	 37.96%
2016-10-03	2016270	411	6638	7041	0	37,761,616	 25.25%
2016-10-02	2016269	860	7335	0	21489	36,689,086	 31.50%
2016-10-01	2016268	105	7857	0	16046	36,730,246	 30.30%
2016-09-30	2016267	989	14050	11964	0	42,928,820	 44.53%
2016-09-29	2016266	914	24062	0	37320	40,197,892	 79.77%
2016-09-28	2016265	525	38254	30614	0	42,388,164	 121.96%
2016-09-27	2016264	898	20393	17305	0	45,461,304	 60.97%
2016-09-26	2016263	489	13242	0	31036	44,343,260	 44.04%
2016-09-25	2016262	659	11167	0	32639	44,509,880	 39.61%
2016-09-24	2016261	049	8921	0	27889	43,155,976	 33.48%
2016-09-23	2016260	061	5827	0	16198	46,218,434	 19.71%
2016-09-22	2016259	328	23076	0	50717	43,243,140	 77.82%
2016-09-21	2016258	266	10742	15927	0	45,396,264	 37.85%
2016-09-20	2016257	976	23097	0	29301	45,821,552	 65.80%
2016-09-19	2016256	628	23306	0	28950	45,331,496	 66.73%
2016-09-18	2016255	451	10331	0	19915	44,518,332	 33.02%
2016-09-17	2016254	564	12866	0	40495	43,542,480	 48.08%
2016-09-16	2016253	265	10321	0	25170	41,616,574	 37.38%
2016-09-15	2016252	052	9417	0	26869	39,993,702	 37.42%
2016-09-14	2016251	860	31966	0	36923	43,398,960	 97.38%
2016-09-13	2016250	416	26574	0	39933	41,853,568	 88.73%
2016-09-12	2016249	109	8919	0	19224	43,506,724	 31.37%
2016-09-11	2016248	139	10479	0	14351	41,949,878	 34.72%
2016-09-10	2016247	441	8256	9486	0	41,736,174	 30.82%
2016-09-09	2016246	319	14556	0	39154	43,001,032	 56.43%
2016-09-08	2016245	760	18828	0	39090	41,669,160	 67.94%
2016-09-07	2016244	699	7960	7927	0	42,097,386	 28.41%
2016-09-06	2016243	446	9855	16134	0	43,952,770	 38.80%
2016-09-05	2016242	395	13525	0	32682	42,642,040	 50.01%
2016-09-04	2016241	499	10234	13478	0	43,401,280	 38.07%
2016-09-03	2016240	087	9178	0	34620	42,939,496	 39.13%
2016-09-02	2016239	560	31460	0	88988	45,095,038	 112.85%
2016-09-01	2016238	037	16482	0	56526	41,787,074	 69.30%
2016-08-31	2016237	531	7069	0	28067	41,095,060	 32.03%
2016-08-30	2016236	891	17430	0	38421	40,562,520	 65.45%
2016-08-29	2016235	554	11129	16683	0	42,092,464	 43.96%
2016-08-28	2016234	204	7409	0	15578	42,145,274	 26.43%
2016-08-27	2016233	694	15042	0	31070	40,935,824	 55.18%
2016-08-26	2016232	132	8552	0	30582	43,508,322	 35.23%
2016-08-25	2016231	458	15163	0	37990	44,229,936	 54.18%
2016-08-24	2016230	497	24757	0	52296	42,508,308	 87.97%
2016-08-23	2016229	378	20451	0	34705	41,129,156	 71.76%
